Delayed,Season,Day,Time Period,Station,Bound,Line,Min Gap,Issue Category
1,Winter,Friday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Afternoon,EGLINTON STATION,S,YU,8,Other
0,Winter,Friday,Afternoon,EGLINTON STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Winter,Friday,Evening,EGLINTON STATION,S,YU,0,Other
1,Winter,Friday,Night,KIPLING STATION,E,BD,14,Human & Operational Factors
0,Winter,Friday,Night,KIPLING STATION,E,BD,0,Other
0,Winter,Saturday,Morning,FINCH STATION,S,YU,0,Human & Operational Factors
0,Winter,Saturday,Morning,BLOOR STATION,S,YU,0,Other
0,Winter,Saturday,Morning,FINCH STATION,S,YU,0,Human & Operational Factors
1,Winter,Saturday,Afternoon,KENNEDY BD STATION,W,BD,8,Other
1,Winter,Saturday,Evening,KIPLING STATION,E,BD,10,Other
0,Winter,Saturday,Evening,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
1,Winter,Saturday,Night,KIPLING STATION,E,BD,14,Human & Operational Factors
0,Winter,Sunday,Night,KIPLING STATION,E,BD,0,Other
0,Winter,Sunday,Afternoon,BLOOR STATION,S,YU,0,Other
0,Winter,Sunday,Evening,KIPLING STATION,W,BD,0,Other
1,Winter,Sunday,Evening,FINCH STATION,S,YU,14,Human & Operational Factors
1,Winter,Sunday,Night,BLOOR STATION,N,YU,48,Other
1,Winter,Sunday,Night,FINCH STATION,S,YU,14,Human & Operational Factors
1,Winter,Monday,Morning,KENNEDY BD STATION,W,BD,7,Human & Operational Factors
0,Winter,Monday,Morning,FINCH STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Winter,Monday,Morning,FINCH STATION,N,YU,0,Human & Operational Factors
1,Winter,Monday,Morning,KENNEDY BD STATION,W,BD,8,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Monday,Morning,KIPLING STATION,W,BD,7,Miscellaneous & Passenger-Related Incidents
1,Winter,Monday,Morning,EGLINTON STATION,S,YU,8,Other
1,Winter,Monday,Afternoon,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Monday,Afternoon,FINCH STATION,S,YU,7,Human & Operational Factors
1,Winter,Monday,Afternoon,KIPLING STATION,E,BD,8,Other
1,Winter,Monday,Night,EGLINTON STATION,N,YU,8,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Morning,EGLINTON STATION,N,YU,0,Other
0,Winter,Tuesday,Morning,EGLINTON STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Afternoon,EGLINTON STATION,S,YU,7,Other
1,Winter,Tuesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Tuesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Tuesday,Evening,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Night,FINCH STATION,S,YU,10,Human & Operational Factors
1,Winter,Wednesday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
1,Winter,Wednesday,Morning,KIPLING STATION,E,BD,9,Other
1,Winter,Wednesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Wednesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
0,Winter,Thursday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Thursday,Morning,KENNEDY BD STATION,W,BD,8,Miscellaneous & Passenger-Related Incidents
1,Winter,Thursday,Afternoon,FINCH STATION,N,YU,6,Other
0,Winter,Thursday,Night,FINCH STATION,N,YU,0,Human & Operational Factors
0,Winter,Friday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Winter,Friday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Friday,Morning,KENNEDY BD STATION,W,BD,8,Other
0,Winter,Friday,Morning,KIPLING STATION,E,BD,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Friday,Morning,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,KENNEDY BD STATION,E,BD,8,Other
0,Winter,Friday,Evening,KIPLING STATION,E,BD,0,Other
1,Winter,Friday,Evening,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
1,Winter,Friday,Night,KENNEDY BD STATION,W,BD,14,Miscellaneous & Passenger-Related Incidents
1,Winter,Friday,Night,BLOOR STATION,N,YU,19,Other
1,Winter,Friday,Night,EGLINTON STATION,N,YU,8,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Saturday,Morning,KIPLING STATION,E,BD,0,Miscellaneous & Passenger-Related Incidents
1,Winter,Saturday,Morning,KIPLING STATION,W,BD,12,Other
0,Winter,Saturday,Morning,EGLINTON STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Winter,Saturday,Morning,FINCH STATION,S,YU,0,Structural & Track-Related Issues
1,Winter,Saturday,Morning,KENNEDY BD STATION,W,BD,8,Human & Operational Factors
1,Winter,Saturday,Afternoon,KIPLING STATION,E,BD,11,Human & Operational Factors
1,Winter,Saturday,Afternoon,FINCH STATION,S,YU,8,Human & Operational Factors
1,Winter,Saturday,Afternoon,KENNEDY BD STATION,W,BD,8,Human & Operational Factors
0,Winter,Saturday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Winter,Saturday,Afternoon,KIPLING STATION,E,BD,9,Human & Operational Factors
1,Winter,Saturday,Afternoon,FINCH STATION,S,YU,8,Human & Operational Factors
1,Winter,Saturday,Afternoon,FINCH STATION,S,YU,8,Human & Operational Factors
0,Winter,Saturday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Winter,Saturday,Evening,FINCH STATION,S,YU,8,Human & Operational Factors
1,Winter,Saturday,Evening,FINCH STATION,S,YU,8,Other
0,Winter,Saturday,Evening,BLOOR STATION,S,YU,0,Other
1,Winter,Saturday,Evening,BLOOR STATION,S,YU,7,Other
1,Winter,Saturday,Night,EGLINTON STATION,S,YU,10,Other
1,Winter,Sunday,Morning,EGLINTON STATION,N,YU,0,Other
1,Winter,Sunday,Morning,EGLINTON STATION,N,YU,9,Other
1,Winter,Sunday,Morning,KENNEDY BD STATION,W,BD,11,Miscellaneous & Passenger-Related Incidents
1,Winter,Sunday,Afternoon,KENNEDY BD STATION,E,BD,10,Other
1,Winter,Sunday,Afternoon,KENNEDY BD STATION,W,BD,10,Human & Operational Factors
0,Winter,Sunday,Afternoon,FINCH STATION,S,YU,0,Human & Operational Factors
1,Winter,Sunday,Afternoon,KENNEDY BD STATION,E,BD,10,Human & Operational Factors
1,Winter,Sunday,Evening,FINCH STATION,S,YU,10,Human & Operational Factors
0,Winter,Sunday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Winter,Sunday,Evening,BLOOR STATION,N,YU,0,Other
1,Winter,Monday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
0,Winter,Monday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Winter,Monday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Monday,Morning,EGLINTON STATION,S,YU,11,Other
1,Winter,Monday,Evening,FINCH STATION,S,YU,14,Human & Operational Factors
1,Winter,Monday,Evening,FINCH STATION,S,YU,14,Human & Operational Factors
0,Winter,Tuesday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Tuesday,Morning,EGLINTON STATION,S,YU,6,Other
0,Winter,Tuesday,Morning,FINCH STATION,N,YU,0,Human & Operational Factors
0,Winter,Tuesday,Morning,BLOOR STATION,S,YU,0,Other
0,Winter,Tuesday,Morning,EGLINTON STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Tuesday,Morning,KIPLING STATION,E,BD,8,Other
0,Winter,Tuesday,Morning,EGLINTON STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Tuesday,Afternoon,EGLINTON STATION,N,YU,21,Other
0,Winter,Tuesday,Afternoon,BLOOR STATION,N,YU,0,Human & Operational Factors
1,Winter,Tuesday,Afternoon,BLOOR STATION,N,YU,7,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Afternoon,FINCH STATION,S,YU,31,Human & Operational Factors
1,Winter,Tuesday,Evening,EGLINTON STATION,S,YU,7,Other
1,Winter,Tuesday,Evening,EGLINTON STATION,S,YU,9,Other
1,Winter,Tuesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Tuesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Tuesday,Night,EGLINTON STATION,N,YU,10,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Night,FINCH STATION,S,YU,10,Miscellaneous & Passenger-Related Incidents
1,Winter,Tuesday,Night,KENNEDY BD STATION,W,BD,15,Miscellaneous & Passenger-Related Incidents
1,Winter,Wednesday,Morning,EGLINTON STATION,S,YU,0,Other
1,Winter,Wednesday,Morning,EGLINTON STATION,S,YU,6,Other
0,Winter,Wednesday,Afternoon,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
0,Winter,Wednesday,Evening,FINCH STATION,N,YU,0,Human & Operational Factors
0,Winter,Wednesday,Evening,FINCH STATION,N,YU,0,Human & Operational Factors
0,Winter,Wednesday,Evening,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Wednesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Wednesday,Night,KIPLING STATION,E,BD,14,Human & Operational Factors
1,Winter,Thursday,Morning,EGLINTON STATION,S,YU,9,Other
1,Winter,Thursday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Thursday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Thursday,Evening,FINCH STATION,S,YU,6,Other
1,Winter,Thursday,Evening,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
0,Winter,Thursday,Night,FINCH STATION,N,YU,0,Human & Operational Factors
0,Winter,Thursday,Night,BLOOR STATION,S,YU,0,Other
0,Winter,Friday,Night,FINCH STATION,N,YU,0,Other
1,Winter,Friday,Morning,EGLINTON STATION,S,YU,8,Other
0,Winter,Friday,Morning,FINCH STATION,N,YU,0,Other
1,Winter,Friday,Morning,KENNEDY BD STATION,E,BD,8,Human & Operational Factors
1,Winter,Friday,Morning,EGLINTON STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
0,Winter,Friday,Afternoon,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Friday,Afternoon,EGLINTON STATION,S,YU,6,Other
1,Winter,Friday,Afternoon,EGLINTON STATION,S,YU,8,Other
1,Winter,Friday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,N,YU,6,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,S,YU,9,Human & Operational Factors
1,Winter,Friday,Evening,FINCH STATION,S,YU,17,Human & Operational Factors
1,Winter,Friday,Night,BLOOR STATION,S,YU,7,Other
1,Winter,Friday,Night,EGLINTON STATION,N,YU,9,Electrical and Mechanical Systems (Train Equipment & Power)
1,Winter,Friday,Night,EGLINTON STATION,S,YU,10,Other
1,Winter,Saturday,Morning,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
1,Winter,Saturday,Morning,KENNEDY BD STATION,W,BD,10,Other
1,Winter,Saturday,Morning,BLOOR STATION,N,YU,15,Other
1,Winter,Saturday,Morning,KENNEDY BD STATION,W,BD,32,Other
1,Winter,Saturday,Afternoon,BLOOR STATION,N,YU,12,Other
1,Winter,Saturday,Evening,FINCH STATION,S,YU,38,Other
0,Winter,Saturday,Evening,FINCH STATION,S,YU,0,Human & Operational Factors
0,Winter,Saturday,Night,BLOOR STATION,S,YU,0,Other
1,Winter,Sunday,Evening,FINCH STATION,S,YU,14,Human & Operational Factors
1,Winter,Sunday,Night,KENNEDY BD STATION,W,BD,12,Other
1,Winter,Monday,Morning,KENNEDY BD STATION,E,BD,7,Human & Operational Factors
1,Winter,Monday,Afternoon,EGLINTON STATION,S,YU,6,Other
0,Winter,Monday,Evening,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Winter,Monday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Winter,Monday,Evening,EGLINTON STATION,N,YU,12,Other
1,Winter,Monday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Winter,Monday,Evening,FINCH STATION,S,YU,30,Other
0,Winter,Monday,Night,BLOOR STATION,S,YU,0,Other
0,Winter,Monday,Night,BLOOR STATION,N,YU,0,Other
0,Spring,Tuesday,Night,KIPLING STATION,E,BD,0,Other
0,Spring,Tuesday,Night,KENNEDY BD STATION,W,BD,0,Other
1,Spring,Tuesday,Morning,EGLINTON STATION,S,YU,6,Other
1,Spring,Tuesday,Morning,KENNEDY BD STATION,W,BD,10,Other
1,Spring,Tuesday,Morning,EGLINTON STATION,S,YU,9,Other
1,Spring,Tuesday,Morning,KIPLING STATION,E,BD,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Morning,BLOOR STATION,N,YU,6,Human & Operational Factors
1,Spring,Tuesday,Morning,BLOOR STATION,N,YU,6,Human & Operational Factors
0,Spring,Tuesday,Morning,KIPLING STATION,W,BD,0,Human & Operational Factors
1,Spring,Tuesday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Tuesday,Evening,EGLINTON STATION,S,YU,6,Other
1,Spring,Tuesday,Night,KIPLING STATION,E,BD,14,Other
1,Spring,Tuesday,Night,KIPLING STATION,E,BD,14,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Wednesday,Morning,EGLINTON STATION,S,YU,7,Other
1,Spring,Wednesday,Morning,EGLINTON STATION,S,YU,6,Other
1,Spring,Wednesday,Afternoon,KIPLING STATION,E,BD,8,Human & Operational Factors
0,Spring,Wednesday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
0,Spring,Wednesday,Evening,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Night,BLOOR STATION,N,YU,10,Other
0,Spring,Thursday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Spring,Thursday,Morning,FINCH STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Thursday,Morning,EGLINTON STATION,S,YU,17,Other
1,Spring,Thursday,Morning,FINCH STATION,S,YU,6,Human & Operational Factors
1,Spring,Thursday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Thursday,Evening,BLOOR STATION,N,YU,10,Other
0,Spring,Thursday,Evening,FINCH STATION,S,YU,0,Other
1,Spring,Thursday,Evening,EGLINTON STATION,S,YU,9,Other
1,Spring,Thursday,Night,KENNEDY BD STATION,W,BD,25,Other
0,Spring,Thursday,Night,BLOOR STATION,S,YU,0,Human & Operational Factors
0,Spring,Thursday,Night,BLOOR STATION,N,YU,0,Other
1,Spring,Friday,Morning,KENNEDY BD STATION,W,BD,10,Other
1,Spring,Friday,Afternoon,EGLINTON STATION,S,YU,6,Other
1,Spring,Friday,Afternoon,EGLINTON STATION,S,YU,6,Other
0,Spring,Friday,Evening,EGLINTON STATION,S,YU,0,Other
1,Spring,Friday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
1,Spring,Friday,Evening,KENNEDY BD STATION,E,BD,10,Other
1,Spring,Friday,Evening,KENNEDY BD STATION,W,BD,14,Human & Operational Factors
1,Spring,Sunday,Afternoon,KENNEDY BD STATION,W,BD,10,Other
1,Spring,Sunday,Afternoon,BLOOR STATION,N,YU,9,Other
0,Spring,Sunday,Night,BLOOR STATION,S,YU,0,Other
0,Spring,Sunday,Night,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Monday,Morning,KIPLING STATION,E,BD,8,Other
0,Spring,Monday,Morning,FINCH STATION,S,YU,0,Human & Operational Factors
1,Spring,Monday,Morning,KENNEDY BD STATION,E,BD,7,Electrical and Mechanical Systems (Train Equipment & Power)
0,Spring,Monday,Afternoon,BLOOR STATION,W,BD,0,Other
0,Spring,Tuesday,Morning,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Afternoon,KENNEDY BD STATION,W,BD,6,Other
1,Spring,Tuesday,Afternoon,EGLINTON STATION,S,YU,6,Other
1,Spring,Tuesday,Afternoon,EGLINTON STATION,S,YU,6,Other
1,Spring,Tuesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
0,Spring,Tuesday,Evening,EGLINTON STATION,S,YU,0,Other
0,Spring,Tuesday,Evening,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Evening,BLOOR STATION,S,YU,7,Other
0,Spring,Tuesday,Evening,BLOOR STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Night,BLOOR STATION,S,YU,7,Other
1,Spring,Wednesday,Morning,EGLINTON STATION,N,YU,10,Other
0,Spring,Wednesday,Morning,EGLINTON STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Spring,Wednesday,Morning,FINCH STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,7,Human & Operational Factors
0,Spring,Wednesday,Evening,BLOOR STATION,N,YU,0,Other
1,Spring,Wednesday,Evening,KENNEDY BD STATION,W,BD,14,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Wednesday,Night,EGLINTON STATION,S,YU,7,Other
0,Spring,Wednesday,Night,FINCH STATION,S,YU,0,Other
0,Spring,Thursday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
0,Spring,Thursday,Morning,KIPLING STATION,E,BD,0,Other
1,Spring,Thursday,Afternoon,FINCH STATION,S,YU,6,Other
1,Spring,Thursday,Evening,EGLINTON STATION,S,YU,8,Other
1,Spring,Thursday,Evening,BLOOR STATION,N,YU,22,Human & Operational Factors
0,Spring,Thursday,Evening,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Thursday,Evening,EGLINTON STATION,S,YU,6,Human & Operational Factors
0,Spring,Friday,Morning,EGLINTON STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Morning,EGLINTON STATION,N,YU,17,Structural & Track-Related Issues
0,Spring,Friday,Morning,KENNEDY BD STATION,W,BD,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Morning,FINCH STATION,N,YU,0,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Morning,FINCH STATION,S,YU,9,Human & Operational Factors
0,Spring,Friday,Morning,BLOOR STATION,S,YU,0,Miscellaneous & Passenger-Related Incidents
0,Spring,Friday,Afternoon,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Friday,Afternoon,EGLINTON STATION,S,YU,13,Other
1,Spring,Friday,Night,KENNEDY BD STATION,W,BD,16,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Night,FINCH STATION,S,YU,10,Human & Operational Factors
1,Spring,Friday,Night,BLOOR STATION,S,YU,14,Other
0,Spring,Friday,Night,BLOOR STATION,S,YU,0,Other
0,Spring,Saturday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Saturday,Evening,FINCH STATION,S,YU,14,Human & Operational Factors
1,Spring,Saturday,Evening,FINCH STATION,S,YU,22,Other
0,Spring,Saturday,Evening,BLOOR STATION,S,YU,0,Other
0,Spring,Sunday,Night,KIPLING STATION,E,BD,0,Other
1,Spring,Sunday,Afternoon,BLOOR STATION,S,YU,12,Other
0,Spring,Sunday,Afternoon,BLOOR STATION,S,YU,0,Other
1,Spring,Sunday,Night,KIPLING STATION,E,BD,11,Human & Operational Factors
1,Spring,Monday,Morning,KENNEDY BD STATION,W,BD,0,Structural & Track-Related Issues
1,Spring,Monday,Morning,BLOOR STATION,N,YU,13,Train Operations & Control Systems
1,Spring,Monday,Morning,EGLINTON STATION,S,YU,11,Other
1,Spring,Monday,Morning,KIPLING STATION,E,BD,7,Miscellaneous & Passenger-Related Incidents
1,Spring,Monday,Morning,EGLINTON STATION,S,YU,7,Other
1,Spring,Monday,Afternoon,BLOOR STATION,N,YU,11,Human & Operational Factors
0,Spring,Monday,Afternoon,EGLINTON STATION,S,YU,0,Other
0,Spring,Monday,Afternoon,FINCH STATION,N,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Monday,Evening,EGLINTON STATION,S,YU,8,Other
0,Spring,Monday,Evening,KENNEDY BD STATION,E,BD,0,Other
1,Spring,Tuesday,Morning,KIPLING STATION,E,BD,0,Human & Operational Factors
1,Spring,Tuesday,Morning,KENNEDY BD STATION,W,BD,8,Miscellaneous & Passenger-Related Incidents
1,Spring,Tuesday,Morning,EGLINTON STATION,S,YU,8,Other
1,Spring,Tuesday,Morning,KIPLING STATION,E,BD,11,Human & Operational Factors
1,Spring,Tuesday,Morning,KIPLING STATION,E,BD,8,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Morning,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Tuesday,Afternoon,FINCH STATION,N,YU,6,Other
0,Spring,Tuesday,Afternoon,FINCH STATION,S,YU,0,Electrical and Mechanical Systems (Train Equipment & Power)
1,Spring,Tuesday,Afternoon,EGLINTON STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
0,Spring,Tuesday,Night,KENNEDY BD STATION,E,BD,0,Other
1,Spring,Wednesday,Afternoon,BLOOR STATION,S,YU,6,Other
1,Spring,Wednesday,Evening,FINCH STATION,S,YU,6,Human & Operational Factors
0,Spring,Wednesday,Evening,EGLINTON STATION,S,YU,0,Other
1,Spring,Wednesday,Night,BLOOR STATION,N,YU,12,Other
0,Spring,Wednesday,Night,BLOOR STATION,S,YU,0,Other
1,Spring,Thursday,Morning,EGLINTON STATION,S,YU,6,Other
1,Spring,Thursday,Morning,FINCH STATION,S,YU,6,Miscellaneous & Passenger-Related Incidents
1,Spring,Thursday,Morning,EGLINTON STATION,S,YU,6,Other
0,Spring,Thursday,Afternoon,BLOOR STATION,S,YU,0,Other
0,Spring,Thursday,Afternoon,EGLINTON STATION,S,YU,0,Other
0,Spring,Thursday,Afternoon,BLOOR STATION,N,YU,0,Other
0,Spring,Thursday,Night,BLOOR STATION,S,YU,0,Other
1,Spring,Friday,Morning,KENNEDY BD STATION,W,BD,8,Miscellaneous & Passenger-Related Incidents
1,Spring,Friday,Morning,EGLINTON STATION,S,YU,6,Other
1,Spring,Friday,Morning,KENNEDY BD STATION,W,BD,8,Human & Operational Factors
